ì˙ït,ÉåÅ[ÉXèÍ,ÉåÅ[ÉXî‘çÜ,ÉåÅ[ÉXéÌï ,í¯î‘,ìoò^î‘çÜ,ëIéËñº_x,îNóÓ,éxïî,ëÃèd,ãâï ,ëSçëèüó¶,ëSçë2òAëŒó¶,ìñínèüó¶,ìñín2òAëŒó¶,ÉÇÅ[É^Å[î‘çÜ,ÉÇÅ[É^Å[2òAëŒó¶,É{Å[Égî‘çÜ,É{Å[Ég2òAëŒó¶,ìVåÛ,ïóå¸,ïóë¨(m),îgçÇ(cm),ìWé¶É^ÉCÉÄ,íÖèá,åàÇ‹ÇËéË,êiì¸,ÉXÉ^Å[ÉgÉ^ÉCÉ~ÉìÉO,ÉåÅ[ÉXÉ^ÉCÉÄ,ëIéËñº_y,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST,1íÖó¶,2íÖó¶,3íÖó¶,ì¶Ç∞ó¶,ì¶Çµó¶,ç∑Çµó¶,Ç‹Ç≠ÇËó¶,Ç‹Ç≠ÇËç∑Çµó¶,ç∑Ç≥ÇÍó¶,Ç‹Ç≠ÇÁÇÍó¶,Ç‹Ç≠ÇËç∑Ç≥ÇÍó¶
2023-02-15,ìÇí√,2,ó\ëI,6,5230,êŒå¥ì‚é—,19,à§ím,48,B1,1.69,2.04,1.4,0.0,12,41.32,45,37.44,ì‹ÇË,ìå,2,2,6.76,5,î≤Ç´,6,0.23,2.06.9,êŒå¥ì‚é—,70.0,0.0,1.0,3.0,0.1731428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1591869918699187,0.0,0.014285714285714285,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,3,ó\ëI,1,4443,í√ìcóTäG,36,éRå˚,50,B1,4.69,26.37,6.32,48.39,21,32.69,36,37.02,ì‹ÇË,ñkìå,3,3,6.75,1,ì¶Ç∞,1,0.11,1.48.2,í√ìcóTäG,39.0,15.0,12.0,7.0,0.1894871794871795,11.0,0.0,0.0,0.0,4.0,0.0,8.0,7.0,8.0,0.0,0.1825688073394495,0.38461538461538464,0.3076923076923077,0.1794871794871795,0.28205128205128205,0.0,0.0,0.0,0.0,0.20512820512820512,0.1794871794871795,0.20512820512820512
2023-02-15,ìÇí√,3,ó\ëI,2,5156,ç‚ñÏÇ≥Ç≠,26,ïüà‰,47,B2,3.05,12.04,1.33,0.0,65,34.96,69,41.18,ì‹ÇË,ñkìå,3,3,6.72,5,ì¶Ç∞,2,0.12,1.53.3,ç‚ñÏÇ≥Ç≠ÇÁ,17.0,2.0,3.0,0.0,0.1570588235294117,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1689772727272727,0.11764705882352941,0.17647058823529413,0.0,0.058823529411764705,0.5294117647058824,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,3,ó\ëI,3,3232,éRêÏî¸óR,56,çÅêÏ,47,A1,5.6,37.04,0.0,0.0,43,31.67,64,31.19,ì‹ÇË,ñkìå,3,3,6.72,3,ì¶Ç∞,3,0.08,1.50.6,éRêÏî¸óRãI,32.0,8.0,7.0,4.0,0.156875,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1581773399014778,0.25,0.21875,0.125,0.0,0.0,0.03125,0.125,0.03125,0.0,0.0,0.0
2023-02-15,ìÇí√,3,ó\ëI,4,4965,ïüâ™êÚêÖ,25,ï∫å…,51,B1,4.15,19.23,0.0,0.0,46,36.67,77,33.82,ì‹ÇË,ñkìå,3,3,6.69,2,ì¶Ç∞,4,0.15,1.49.5,ïüâ™êÚêÖ,26.0,1.0,1.0,7.0,0.1519230769230769,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174258064516129,0.038461538461538464,0.038461538461538464,0.2692307692307692,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,3,ó\ëI,5,3943,éOèºíºî¸,44,â™éR,66,B1,4.12,16.0,5.0,30.0,40,36.28,82,38.81,ì‹ÇË,ñkìå,3,3,6.83,4,ì¶Ç∞,5,0.21,1.53.1,éOèºíºî¸,22.0,1.0,0.0,3.0,0.1795454545454545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1751449275362319,0.045454545454545456,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0
2023-02-15,ìÇí√,3,ó\ëI,6,5281,à‰è„óyî‹,19,ìøìá,47,B2,1.76,0.0,0.0,0.0,58,37.4,53,32.67,ì‹ÇË,ñkìå,3,3,6.72,6,ì¶Ç∞,6,0.22,1.54.3,à‰è„óyî‹,23.0,0.0,0.0,0.0,0.2104347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2112121212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,4,ó\ëI,1,4536,äÏà‰Ç¬Ç©,33,â™éR,47,A1,6.08,44.44,6.16,47.37,37,49.11,41,40.2,ì‹ÇË,ìå,2,2,6.79,1,ì¶Ç∞,1,0.07,1.48.1,äÏà‰Ç¬Ç©Ç≥,34.0,15.0,11.0,2.0,0.1420588235294117,14.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,4.0,0.0,0.1507614213197969,0.4411764705882353,0.3235294117647059,0.058823529411764705,0.4117647058823529,0.0,0.0,0.0,0.0,0.17647058823529413,0.20588235294117646,0.11764705882352941
2023-02-15,ìÇí√,4,ó\ëI,2,4611,ç°à‰î¸àü,32,ïüà‰,48,B1,5.04,35.82,3.22,11.11,63,28.03,32,34.45,ì‹ÇË,ìå,2,2,6.79,2,ì¶Ç∞,2,0.11,1.49.9,ç°à‰î¸àü,28.0,2.0,8.0,5.0,0.1482142857142857,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.1677777777777777,0.07142857142857142,0.2857142857142857,0.17857142857142858,0.0,0.5,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,4,ó\ëI,3,4791,çï‡VÇﬂÇÆ,33,ìåãû,47,B1,4.73,24.36,5.11,22.22,44,36.64,55,33.01,ì‹ÇË,ìå,2,2,6.85,3,ì¶Ç∞,3,0.18,1.52.0,çï‡VÇﬂÇÆÇ›,24.0,1.0,4.0,7.0,0.1875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1819889502762431,0.041666666666666664,0.16666666666666666,0.2916666666666667,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,4,ó\ëI,4,5164,êXìcóúåŒ,23,ïüâ™,49,B2,1.57,1.43,1.44,0.0,19,26.14,66,29.56,ì‹ÇË,ìå,2,2,6.82,6,ì¶Ç∞,4,0.29,1.57.0,êXìcóúåŒ,24.0,0.0,0.0,0.0,0.2525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2381645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,4,ó\ëI,5,5113,çïñæâ‘ñ≤,23,â™éR,48,B1,2.74,8.62,1.56,0.0,69,48.11,48,37.75,ì‹ÇË,ìå,2,2,6.81,5,ì¶Ç∞,5,0.22,1.54.3,çïñæâ‘ñ≤,23.0,0.0,0.0,2.0,0.1847826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192312925170068,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,4,ó\ëI,6,5215,êŒä€è¨ñä,22,çÅêÏ,45,B1,2.69,11.69,0.0,0.0,39,35.65,42,47.03,ì‹ÇË,ìå,2,2,6.69,4,ì¶Ç∞,6,0.25,1.53.4,êŒä€è¨ñä,54.0,0.0,2.0,0.0,0.1764814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1671774193548387,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,5,ó\ëIì¡è‹Ça,1,5117,ïyñºçòìç,22,ïüâ™,45,B1,4.89,26.67,2.54,5.41,50,33.08,81,35.32,ì‹ÇË,ñkìå,3,3,6.75,1,ì¶Ç∞,1,0.17,1.48.6,ïyñºçòìçìﬁ,19.0,5.0,4.0,2.0,0.1794736842105263,5.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,0.1860759493670886,0.2631578947368421,0.21052631578947367,0.10526315789473684,0.2631578947368421,0.0,0.0,0.0,0.0,0.15789473684210525,0.5263157894736842,0.05263157894736842
2023-02-15,ìÇí√,5,ó\ëIì¡è‹Ça,2,3802,êXâ™Ç‹Ç´,49,â™éR,46,A2,4.62,25.0,3.65,23.53,55,34.78,57,33.66,ì‹ÇË,ñkìå,3,3,6.71,6,ì¶Ç∞,2,0.15,1.56.7,êXâ™Ç‹Ç´,34.0,5.0,7.0,7.0,0.1708823529411764,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.1682446808510638,0.14705882352941177,0.20588235294117646,0.20588235294117646,0.0,0.5294117647058824,0.11764705882352941,0.029411764705882353,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,5,ó\ëIì¡è‹Ça,3,4071,å√âÍêÁèª,42,ï∫å…,46,B1,5.01,25.0,5.28,29.85,54,36.67,56,32.0,ì‹ÇË,ñkìå,3,3,6.78,2,ì¶Ç∞,3,0.16,1.50.7,å√âÍêÁèª,33.0,4.0,5.0,6.0,0.1778787878787879,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666285714285714,0.12121212121212122,0.15151515151515152,0.18181818181818182,0.0,0.0,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0
2023-02-15,ìÇí√,5,ó\ëIì¡è‹Ça,4,4720,êº‡Vì˙â‘,28,í∑çË,44,A2,4.92,28.57,3.44,22.22,15,38.52,83,35.58,ì‹ÇË,ñkìå,3,3,6.8,3,ì¶Ç∞,4,0.14,1.51.5,êº‡Vì˙â‘ó¢,18.0,1.0,2.0,4.0,0.1594444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681889763779527,0.05555555555555555,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,5,ó\ëIì¡è‹Ça,5,4987,ìáëqÅ@ìs,25,åQîn,50,B1,3.98,15.63,3.25,10.0,35,30.71,43,32.54,ì‹ÇË,ñkìå,3,3,6.81,5,ì¶Ç∞,5,0.11,1.52.9,ìáëqìs,25.0,1.0,1.0,2.0,0.1488,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1683333333333333,0.04,0.04,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
2023-02-15,ìÇí√,5,ó\ëIì¡è‹Ça,6,5251,è¿ìcéµâÿ,20,ïüà‰,53,B2,1.53,0.0,0.0,0.0,26,32.81,65,32.86,ì‹ÇË,ñkìå,3,3,6.75,4,ì¶Ç∞,6,0.19,1.51.8,è¿ìcéµâÿ,67.0,0.0,0.0,3.0,0.2050746268656716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2175490196078431,0.0,0.0,0.04477611940298507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,6,ó\ëI,1,3674,ä›Å@åbéq,50,ìøìá,48,A1,5.49,40.0,6.0,54.55,16,38.18,49,28.08,ê∞,ñkìå,4,4,6.73,2,î≤Ç´,1,0.25,1.49.4,ä›åbéq,34.0,18.0,6.0,2.0,0.1294117647058823,17.0,0.0,0.0,0.0,1.0,0.0,8.0,5.0,1.0,0.0,0.1475510204081632,0.5294117647058824,0.17647058823529413,0.058823529411764705,0.5,0.0,0.0,0.0,0.0,0.23529411764705882,0.14705882352941177,0.029411764705882353
2023-02-15,ìÇí√,6,ó\ëI,2,3604,ïêì°àªéq,52,ïüâ™,48,B1,4.73,21.0,4.69,22.86,62,33.91,95,35.58,ê∞,ñkìå,4,4,6.75,6,î≤Ç´,2,0.26,1.53.6,ïêì°àªéq,47.0,2.0,10.0,5.0,0.2106382978723404,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.1903982300884955,0.0425531914893617,0.2127659574468085,0.10638297872340426,0.0,0.5106382978723404,0.0,0.02127659574468085,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,6,ó\ëI,3,4853,ëOå¥Å@ç∆,28,â™éR,46,B1,4.57,25.0,0.0,0.0,70,39.83,44,29.06,ê∞,ñkìå,4,4,6.8,1,î≤Ç´,3,0.35,1.48.0,ëOå¥ç∆,38.0,1.0,10.0,6.0,0.1942105263157894,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1886294416243655,0.02631578947368421,0.2631578947368421,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,6,ó\ëI,4,5165,è¨ó—à§é¿,22,â™éR,47,B1,2.88,10.0,1.5,0.0,17,29.91,90,34.78,ê∞,ñkìå,4,4,6.77,3,î≤Ç´,4,0.17,1.51.1,è¨ó—à§é¿,29.0,1.0,4.0,4.0,0.2351724137931034,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2115972222222222,0.034482758620689655,0.13793103448275862,0.13793103448275862,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,6,ó\ëI,5,5233,ë∫ìcâ¿ìﬁ,24,ëÂç„,43,B2,1.86,0.0,0.0,0.0,56,50.0,52,33.0,ê∞,ñkìå,4,4,6.66,4,î≤Ç´,6,0.22,1.51.2,ë∫ìcâ¿ìﬁéq,29.0,0.0,0.0,1.0,0.1772413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1895180722891566,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,6,ó\ëI,6,4014,ï–â™åbó¢,43,éRå˚,48,B1,4.88,25.26,3.87,6.67,48,29.13,46,30.5,ê∞,ñkìå,4,4,6.74,5,î≤Ç´,5,0.16,1.53.3,ï–â™åbó¢,31.0,0.0,2.0,4.0,0.2087096774193548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1852970297029703,0.0,0.06451612903225806,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,7,ó\ëI,2,4909,ñ˜ì‡êêäÛ,27,â™éR,44,B1,5.29,26.6,5.44,22.22,27,46.08,93,36.89,ê∞,ñkìå,4,4,6.86,2,Ç‹Ç≠ÇË,2,0.08,1.56.3,ñ˜ì‡êêäÛ,30.0,4.0,6.0,7.0,0.1766666666666666,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.1603448275862068,0.13333333333333333,0.2,0.23333333333333334,0.0,0.4666666666666667,0.1,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,7,ó\ëI,3,5162,èºîˆóÂé¿,23,ïüâ™,46,B1,3.03,6.67,2.19,0.0,52,48.54,50,36.71,ê∞,ñkìå,4,4,6.8,3,Ç‹Ç≠ÇË,3,0.15,1.59.7,èºîˆóÂé¿,15.0,1.0,0.0,0.0,0.2026666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194078947368421,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
2023-02-15,ìÇí√,7,ó\ëI,4,4961,êºã¥ìﬁñ¢,26,ïüà‰,46,A1,6.91,54.7,6.2,50.0,66,37.72,89,37.06,ê∞,ñkìå,4,4,6.81,1,Ç‹Ç≠ÇË,4,0.12,1.51.6,êºã¥ìﬁñ¢,33.0,6.0,4.0,7.0,0.1615151515151515,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1616759776536313,0.18181818181818182,0.12121212121212122,0.21212121212121213,0.0,0.0,0.0,0.06060606060606061,0.030303030303030304,0.0,0.0,0.0
2023-02-15,ìÇí√,7,ó\ëI,5,4243,êºë∫Å@ï‡,37,ëÂç„,46,B2,4.12,23.53,4.5,30.0,25,31.5,39,44.39,ê∞,ñkìå,4,4,6.79,5,Ç‹Ç≠ÇË,5,0.14,2.06.3,êºë∫ï‡,9.0,0.0,0.0,2.0,0.2244444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1989999999999999,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,7,ó\ëI,6,5156,ç‚ñÏÇ≥Ç≠,26,ïüà‰,47,B2,3.05,12.04,1.33,0.0,65,34.96,69,41.18,ê∞,ñkìå,4,4,6.79,4,Ç‹Ç≠ÇË,6,0.1,2.03.1,ç‚ñÏÇ≥Ç≠ÇÁ,54.0,0.0,1.0,4.0,0.1674074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1689772727272727,0.0,0.018518518518518517,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,8,ó\ëI,1,3943,éOèºíºî¸,44,â™éR,66,B1,4.12,16.0,5.0,30.0,40,36.28,82,38.81,ê∞,ñkìå,5,5,6.85,3,Ç‹Ç≠ÇË,1,0.06,1.51.7,éOèºíºî¸,21.0,8.0,5.0,0.0,0.1438095238095238,6.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,4.0,0.0,0.1751449275362319,0.38095238095238093,0.23809523809523808,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.19047619047619047
2023-02-15,ìÇí√,8,ó\ëI,2,4936,åÀï~çWî¸,26,ïüâ™,46,A2,5.3,34.88,5.78,44.44,29,43.27,40,36.89,ê∞,ñkìå,5,5,6.68,1,Ç‹Ç≠ÇË,2,0.11,1.47.6,åÀï~çWî¸,24.0,7.0,5.0,8.0,0.1670833333333333,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.1689166666666666,0.2916666666666667,0.20833333333333334,0.3333333333333333,0.0,0.5,0.08333333333333333,0.125,0.0,0.0,0.0,0.0
2023-02-15,ìÇí√,8,ó\ëI,3,5113,çïñæâ‘ñ≤,23,â™éR,48,B1,2.74,8.62,1.56,0.0,69,48.11,48,37.75,ê∞,ñkìå,5,5,6.81,4,Ç‹Ç≠ÇË,3,0.12,1.53.2,çïñæâ‘ñ≤,27.0,1.0,1.0,1.0,0.1796296296296296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192312925170068,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0
2023-02-15,ìÇí√,8,ó\ëI,4,5153,ç≤ì°ÇŸÇÃ,26,ìåãû,46,B1,3.34,12.2,1.8,0.0,59,34.06,86,37.13,ê∞,ñkìå,5,5,6.81,2,Ç‹Ç≠ÇË,4,0.14,1.51.2,ç≤ì°ÇŸÇÃÇ©,23.0,2.0,1.0,2.0,0.18,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1632624113475177,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0
