ì˙ït,ÉåÅ[ÉXèÍ,ÉåÅ[ÉXî‘çÜ,ÉåÅ[ÉXéÌï ,í¯î‘,ìoò^î‘çÜ,ëIéËñº_x,îNóÓ,éxïî,ëÃèd,ãâï ,ëSçëèüó¶,ëSçë2òAëŒó¶,ìñínèüó¶,ìñín2òAëŒó¶,ÉÇÅ[É^Å[î‘çÜ,ÉÇÅ[É^Å[2òAëŒó¶,É{Å[Égî‘çÜ,É{Å[Ég2òAëŒó¶,ìVåÛ,ïóå¸,ïóë¨(m),îgçÇ(cm),ìWé¶É^ÉCÉÄ,íÖèá,åàÇ‹ÇËéË,êiì¸,ÉXÉ^Å[ÉgÉ^ÉCÉ~ÉìÉO,ÉåÅ[ÉXÉ^ÉCÉÄ,ëIéËñº_y,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST,1íÖó¶,2íÖó¶,3íÖó¶,ì¶Ç∞ó¶,ì¶Çµó¶,ç∑Çµó¶,Ç‹Ç≠ÇËó¶,Ç‹Ç≠ÇËç∑Çµó¶,ç∑Ç≥ÇÍó¶,Ç‹Ç≠ÇÁÇÍó¶,Ç‹Ç≠ÇËç∑Ç≥ÇÍó¶
2021-10-23,ëÂë∫,2,àÍî ,5,4011,ñxîVì‡ãI,42,â™éR,45,A2,6.44,49.25,6.14,41.38,74,23.88,28,19.72,ê∞,ñkìå,5,4,6.7,6,ì¶Ç∞,5,0.07,.  .,ñxîVì‡ãIë„éq,38.0,6.0,3.0,7.0,0.1636842105263158,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1667499999999999,0.15789473684210525,0.07894736842105263,0.18421052631578946,0.0,0.0,0.0,0.02631578947368421,0.10526315789473684,0.0,0.0,0.0
2021-10-23,ëÂë∫,2,àÍî ,6,4081,îÛå˚îÕê≠,42,à§ím,56,B1,4.65,21.05,3.53,15.79,71,27.94,12,21.13,ê∞,ñkìå,5,4,6.72,4,ì¶Ç∞,6,0.12,1.51.8,îÛå˚îÕê≠,30.0,0.0,1.0,4.0,0.2036666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1943243243243243,0.0,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,3,àÍî ,1,4389,à…ì°äÏíq,36,ëÂç„,52,B1,5.29,30.59,0.0,0.0,49,47.69,74,41.33,ê∞,ñkìå,5,4,6.72,4,Ç‹Ç≠ÇË,1,0.1,1.52.3,à…ì°äÏíq,32.0,13.0,6.0,7.0,0.19625,13.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,0.0,0.1751184834123222,0.40625,0.1875,0.21875,0.40625,0.0,0.0,0.0,0.0,0.125,0.3125,0.125
2021-10-23,ëÂë∫,3,àÍî ,2,3462,í|è„ê^éi,54,â™éR,53,A2,5.1,38.4,4.98,30.61,36,24.24,17,33.85,ê∞,ñkìå,5,4,6.74,6,Ç‹Ç≠ÇË,2,0.08,.  .,í|è„ê^éi,50.0,4.0,11.0,13.0,0.1316,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.1426027397260274,0.08,0.22,0.26,0.0,0.64,0.06,0.02,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,3,àÍî ,3,4443,í√ìcóTäG,35,éRå˚,49,A2,5.37,32.5,5.74,40.22,58,28.57,50,24.32,ê∞,ñkìå,5,4,6.76,3,Ç‹Ç≠ÇË,3,0.12,1.51.2,í√ìcóTäG,41.0,2.0,15.0,10.0,0.1641463414634146,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.183103448275862,0.04878048780487805,0.36585365853658536,0.24390243902439024,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,3,àÍî ,4,4958,çaå˚äCã`,26,ïüâ™,54,B1,5.38,31.58,5.11,27.78,33,42.03,68,34.72,ê∞,ñkìå,5,4,6.73,1,Ç‹Ç≠ÇË,4,0.02,1.48.9,çaå˚äCã`ñÁ,42.0,4.0,9.0,15.0,0.1352380952380952,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1645412844036697,0.09523809523809523,0.21428571428571427,0.35714285714285715,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,3,àÍî ,5,3755,ãgë∫òañÁ,50,í∑çË,51,B1,4.19,17.14,4.75,23.85,44,21.88,36,33.8,ê∞,ñkìå,5,4,6.75,2,Ç‹Ç≠ÇË,5,0.08,1.50.6,ãgë∫òañÁ,33.0,0.0,3.0,3.0,0.1924242424242424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2005142857142857,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,3,àÍî ,6,5113,çïñæâ‘ñ≤,21,â™éR,50,B2,1.91,1.92,1.73,0.0,53,33.87,41,28.36,ê∞,ñkìå,5,4,6.76,5,Ç‹Ç≠ÇË,6,0.27,.  .,çïñæâ‘ñ≤,79.0,0.0,1.0,2.0,0.1953164556962025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1963414634146341,0.0,0.012658227848101266,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,4,àÍî ,1,4298,ã{â∫å≥à˚,38,à§ím,53,A2,6.29,44.96,5.0,37.5,72,37.88,43,39.19,ê∞,ñkìå,4,3,6.72,2,Ç‹Ç≠ÇËç∑Çµ,1,0.11,1.49.9,ã{â∫å≥à˚,45.0,27.0,9.0,3.0,0.1546666666666666,23.0,0.0,0.0,0.0,4.0,0.0,8.0,6.0,2.0,0.0,0.1643983402489626,0.6,0.2,0.06666666666666667,0.5111111111111111,0.0,0.0,0.0,0.0,0.17777777777777778,0.13333333333333333,0.044444444444444446
2021-10-23,ëÂë∫,4,àÍî ,2,4950,çÇâ™ó≥ñÁ,28,éRå˚,52,B1,4.85,30.85,3.59,18.52,15,30.14,71,35.29,ê∞,ñkìå,4,3,6.78,5,Ç‹Ç≠ÇËç∑Çµ,2,0.1,.  .,çÇâ™ó≥ñÁ,45.0,2.0,10.0,8.0,0.1766666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.1686008230452675,0.044444444444444446,0.2222222222222222,0.17777777777777778,0.0,0.6666666666666666,0.044444444444444446,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,4,àÍî ,3,4422,âià‰ó∫éü,33,ëÂç„,53,B1,4.19,21.05,4.33,23.33,75,30.88,73,21.15,ê∞,ñkìå,4,3,6.8,4,Ç‹Ç≠ÇËç∑Çµ,3,0.14,1.52.1,âià‰ó∫éü,33.0,3.0,7.0,7.0,0.1803030303030303,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1957,0.09090909090909091,0.21212121212121213,0.21212121212121213,0.0,0.0,0.030303030303030304,0.06060606060606061,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,4,àÍî ,4,4474,ìnï”Å@êí,34,ïüâ™,57,A2,5.0,28.41,5.74,41.18,50,41.33,70,38.81,ê∞,ñkìå,4,3,6.77,3,Ç‹Ç≠ÇËç∑Çµ,4,0.21,1.51.0,ìnï”êí,40.0,0.0,10.0,9.0,0.18175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17172,0.0,0.25,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,4,àÍî ,5,4231,óÈñÿóTó≤,38,à§ím,58,B1,4.81,31.03,3.16,10.53,69,26.67,33,41.18,ê∞,ñkìå,4,3,6.76,6,Ç‹Ç≠ÇËç∑Çµ,5,0.19,.  .,óÈñÿóTó≤,36.0,0.0,5.0,3.0,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168483606557377,0.0,0.1388888888888889,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,4,àÍî ,6,4460,å„ì°„ƒîV,35,ìåãû,56,A1,6.24,44.83,7.65,58.82,57,37.5,48,26.56,ê∞,ñkìå,4,3,6.65,1,Ç‹Ç≠ÇËç∑Çµ,6,0.15,1.47.5,å„ì°„ƒîV,35.0,1.0,10.0,10.0,0.1297142857142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271428571428571,0.02857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0
2021-10-23,ëÂë∫,5,àÍî ,1,3522,í∑çaàÍê∂,53,ç≤âÍ,54,A1,6.64,49.5,6.34,48.75,68,27.42,67,41.18,ê∞,ñkìå,4,3,6.76,4,Ç‹Ç≠ÇË,1,0.24,1.52.7,í∑çaàÍê∂,59.0,42.0,7.0,5.0,0.1477966101694915,40.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,7.0,0.0,0.17004329004329,0.711864406779661,0.11864406779661017,0.0847457627118644,0.6779661016949152,0.0,0.0,0.0,0.0,0.05084745762711865,0.06779661016949153,0.11864406779661017
2021-10-23,ëÂë∫,5,àÍî ,2,3851,êXìcè∫ïF,49,ïüâ™,57,B1,4.31,23.08,4.0,20.0,41,36.11,40,38.57,ê∞,ñkìå,4,3,6.8,5,Ç‹Ç≠ÇË,2,0.17,.  .,êXìcè∫ïF,38.0,2.0,7.0,7.0,0.1618421052631579,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.151256038647343,0.05263157894736842,0.18421052631578946,0.18421052631578946,0.0,0.47368421052631576,0.05263157894736842,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,5,àÍî ,3,3224,åIéRî…óm,56,ç≤âÍ,53,B1,5.02,29.79,4.48,25.81,65,34.92,75,42.42,ê∞,ñkìå,4,3,6.78,1,Ç‹Ç≠ÇË,3,0.13,1.48.8,åIéRî…óm,30.0,5.0,3.0,10.0,0.16,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.175,0.16666666666666666,0.1,0.3333333333333333,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.0
2021-10-23,ëÂë∫,5,àÍî ,4,4405,ìÏñÏóòì´,36,ïüà‰,52,A2,5.14,32.2,0.0,0.0,26,33.33,56,34.29,ê∞,ñkìå,4,3,6.74,2,Ç‹Ç≠ÇË,4,0.11,1.49.7,ìÏñÏóòì´,48.0,3.0,8.0,15.0,0.1433333333333333,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488306451612903,0.0625,0.16666666666666666,0.3125,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,5,àÍî ,5,3273,êŒìcÅ@çã,55,çLìá,52,B1,4.61,26.97,3.5,10.0,52,21.31,38,28.77,ê∞,ñkìå,4,3,6.82,6,Ç‹Ç≠ÇË,5,0.14,.  .,êŒìcçã,38.0,2.0,5.0,5.0,0.1578947368421052,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1651339285714285,0.05263157894736842,0.13157894736842105,0.13157894736842105,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0
2021-10-23,ëÂë∫,5,àÍî ,6,3212,ãTñ{óEé˜,59,çLìá,58,B1,5.07,31.91,3.69,19.23,45,39.39,23,30.16,ê∞,ñkìå,4,3,6.83,3,Ç‹Ç≠ÇË,6,0.15,1.51.3,ãTñ{óEé˜,31.0,1.0,3.0,2.0,0.2141935483870967,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1855172413793103,0.03225806451612903,0.0967741935483871,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,6,àÍî ,1,3635,êŒìcê≠å·,50,ïüà‰,52,A2,5.48,37.5,7.43,71.43,16,15.71,64,30.88,ê∞,ñkìå,4,3,6.72,1,ì¶Ç∞,1,0.21,1.48.2,êŒìcê≠å·,53.0,36.0,8.0,3.0,0.1386792452830188,35.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,6.0,0.0,0.1539094650205761,0.6792452830188679,0.1509433962264151,0.05660377358490566,0.660377358490566,0.0,0.0,0.0,0.0,0.03773584905660377,0.11320754716981132,0.11320754716981132
2021-10-23,ëÂë∫,6,àÍî ,2,4346,ëOìcåíëæ,36,ïüâ™,56,B1,4.18,19.4,3.81,13.89,25,51.52,66,20.0,ê∞,ñkìå,4,3,6.71,2,ì¶Ç∞,2,0.31,1.50.5,ëOìcåíëæòY,38.0,5.0,4.0,9.0,0.1771052631578947,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.1690355329949238,0.13157894736842105,0.10526315789473684,0.23684210526315788,0.0,0.5789473684210527,0.13157894736842105,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,6,àÍî ,3,4081,îÛå˚îÕê≠,42,à§ím,56,B1,4.65,21.05,3.53,15.79,71,27.94,12,21.13,ê∞,ñkìå,4,3,6.76,5,ì¶Ç∞,3,0.29,.  .,îÛå˚îÕê≠,44.0,1.0,6.0,7.0,0.1945454545454545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1943243243243243,0.022727272727272728,0.13636363636363635,0.1590909090909091,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0
2021-10-23,ëÂë∫,6,àÍî ,4,3945,ã¥å˚ê^é˜,45,à§ím,51,B1,5.47,32.56,0.0,0.0,14,23.08,32,47.95,ê∞,ñkìå,4,3,6.79,4,ì¶Ç∞,4,0.24,1.53.0,ã¥å˚ê^é˜,29.0,3.0,2.0,6.0,0.1758620689655172,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1747777777777777,0.10344827586206896,0.06896551724137931,0.20689655172413793,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,6,àÍî ,5,3814,ã‡éqãMéu,45,ïüà‰,50,A2,5.68,38.33,0.0,0.0,70,40.58,61,20.29,ê∞,ñkìå,4,3,6.75,3,ì¶Ç∞,5,0.25,1.52.4,ã‡éqãMéu,45.0,0.0,7.0,10.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1752982456140351,0.0,0.15555555555555556,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,6,àÍî ,6,4636,ê‘írèCïΩ,31,ìøìá,54,B1,4.17,26.88,4.71,14.29,22,31.58,59,42.86,ê∞,ñkìå,4,3,6.8,6,ì¶Ç∞,6,0.29,.  .,ê‘írèCïΩ,32.0,0.0,1.0,3.0,0.190625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1719909502262443,0.0,0.03125,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,7,àÍî ,1,4349,å¢ì∂êÁèH,36,ïüâ™,49,B1,5.11,32.11,5.9,40.0,30,53.62,30,42.67,ê∞,ñkìå,3,2,6.67,2,ç∑Çµ,1,0.11,1.49.3,å¢ì∂êÁèH,40.0,18.0,12.0,1.0,0.17525,17.0,0.0,0.0,0.0,1.0,0.0,9.0,4.0,6.0,0.0,0.1807929515418502,0.45,0.3,0.025,0.425,0.0,0.0,0.0,0.0,0.225,0.1,0.15
2021-10-23,ëÂë∫,7,àÍî ,2,4011,ñxîVì‡ãI,42,â™éR,45,A2,6.44,49.25,6.14,41.38,74,23.88,28,19.72,ê∞,ñkìå,3,2,6.75,1,ç∑Çµ,2,0.05,1.48.3,ñxîVì‡ãIë„éq,41.0,11.0,14.0,6.0,0.1702439024390244,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.1667499999999999,0.2682926829268293,0.34146341463414637,0.14634146341463414,0.0,0.5609756097560976,0.14634146341463414,0.12195121951219512,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,7,àÍî ,3,4244,óÈñÿê¨î¸,35,ê√â™,45,B2,4.18,21.92,5.0,22.22,67,25.37,25,29.17,ê∞,ñkìå,3,2,6.74,4,ç∑Çµ,3,0.03,1.52.3,óÈñÿê¨î¸,17.0,1.0,3.0,2.0,0.1323529411764706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1369767441860465,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,7,àÍî ,4,4443,í√ìcóTäG,35,éRå˚,49,A2,5.37,32.5,5.74,40.22,58,28.57,50,24.32,ê∞,ñkìå,3,2,6.82,3,ç∑Çµ,4,0.09,1.51.2,í√ìcóTäG,40.0,3.0,3.0,15.0,0.196,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.183103448275862,0.075,0.075,0.375,0.0,0.0,0.025,0.0,0.025,0.0,0.0,0.0
2021-10-23,ëÂë∫,7,àÍî ,5,5113,çïñæâ‘ñ≤,21,â™éR,50,B2,1.91,1.92,1.73,0.0,53,33.87,41,28.36,ê∞,ñkìå,3,2,6.82,6,ç∑Çµ,5,0.1,.  .,çïñæâ‘ñ≤,48.0,0.0,1.0,0.0,0.2102083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1963414634146341,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,7,àÍî ,6,5173,íJå˚â¿ò@,19,çÅêÏ,46,B2,1.75,3.13,0.0,0.0,56,25.37,62,27.78,ê∞,ñkìå,3,2,6.78,5,ç∑Çµ,6,0.04,.  .,íJå˚â¿ò@,75.0,0.0,2.0,1.0,0.1905333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1881538461538461,0.0,0.02666666666666667,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,8,àÍî ,1,4051,ê¥êÖì÷äˆ,40,â™éR,54,A1,6.38,44.23,6.21,47.37,34,44.93,58,36.49,ê∞,ñkìå,3,2,6.73,1,ì¶Ç∞,1,0.17,1.47.9,ê¥êÖì÷äˆ,45.0,30.0,8.0,3.0,0.1457777777777777,30.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,0.0,0.171231527093596,0.6666666666666666,0.17777777777777778,0.06666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.08888888888888889
2021-10-23,ëÂë∫,8,àÍî ,2,4231,óÈñÿóTó≤,38,à§ím,58,B1,4.81,31.03,3.16,10.53,69,26.67,33,41.18,ê∞,ñkìå,3,2,6.8,2,ì¶Ç∞,2,0.19,1.49.7,óÈñÿóTó≤,45.0,8.0,12.0,7.0,0.1644444444444444,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.168483606557377,0.17777777777777778,0.26666666666666666,0.15555555555555556,0.0,0.4,0.1111111111111111,0.06666666666666667,0.0,0.0,0.0,0.0
2021-10-23,ëÂë∫,8,àÍî ,3,3462,í|è„ê^éi,54,â™éR,53,A2,5.1,38.4,4.98,30.61,36,24.24,17,33.85,ê∞,ñkìå,3,2,6.79,4,ì¶Ç∞,3,0.21,1.52.1,í|è„ê^éi,53.0,9.0,9.0,14.0,0.1396226415094339,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1426027397260274,0.16981132075471697,0.16981132075471697,0.2641509433962264,0.0,0.0,0.05660377358490566,0.03773584905660377,0.07547169811320754,0.0,0.0,0.0
