ì˙ït,ÉåÅ[ÉXèÍ,ÉåÅ[ÉXî‘çÜ,ÉåÅ[ÉXéÌï ,í¯î‘,ìoò^î‘çÜ,ëIéËñº_x,îNóÓ,éxïî,ëÃèd,ãâï ,ëSçëèüó¶,ëSçë2òAëŒó¶,ìñínèüó¶,ìñín2òAëŒó¶,ÉÇÅ[É^Å[î‘çÜ,ÉÇÅ[É^Å[2òAëŒó¶,É{Å[Égî‘çÜ,É{Å[Ég2òAëŒó¶,ìVåÛ,ïóå¸,ïóë¨(m),îgçÇ(cm),ìWé¶É^ÉCÉÄ,íÖèá,åàÇ‹ÇËéË,êiì¸,ÉXÉ^Å[ÉgÉ^ÉCÉ~ÉìÉO,ÉåÅ[ÉXÉ^ÉCÉÄ,ëIéËñº_y,èoëñêî,èüóòâÒêî,2íÖâÒêî,3íÖâÒêî,ïΩãœST,ì¶Ç∞,ç∑Çµ,Ç‹Ç≠ÇË,Ç‹Ç≠ÇËç∑Çµ,î≤Ç´,åbÇ‹ÇÍ,ç∑Ç≥ÇÍ,Ç‹Ç≠ÇÁÇÍ,Ç‹Ç≠ÇËç∑Ç≥ÇÍ,ì¶Çµ,ëSëÃïΩãœST,1íÖó¶,2íÖó¶,3íÖó¶,ì¶Ç∞ó¶,ì¶Çµó¶,ç∑Çµó¶,Ç‹Ç≠ÇËó¶,Ç‹Ç≠ÇËç∑Çµó¶,ç∑Ç≥ÇÍó¶,Ç‹Ç≠ÇÁÇÍó¶,Ç‹Ç≠ÇËç∑Ç≥ÇÍó¶
2022-05-14,ëÂë∫,4,àÍî ,2,4580,í∑íJêÏâÎ,32,â™éR,53,B1,5.45,42.19,6.52,43.18,40,33.15,28,30.22,ê∞,ñk,4,3,6.86,1,ç∑Çµ,2,0.27,1.50.0,í∑íJêÏâÎòa,30.0,4.0,10.0,3.0,0.1836666666666666,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.1784971098265896,0.13333333333333333,0.3333333333333333,0.1,0.0,0.6,0.13333333333333333,0.0,0.0,0.0,0.0,0.0
2022-05-14,ëÂë∫,4,àÍî ,3,4594,íJêÏóSàÍ,40,é†âÍ,51,B1,5.95,41.18,5.36,39.29,57,40.32,55,38.38,ê∞,ñk,4,3,6.91,3,ç∑Çµ,3,0.2,1.52.5,íJêÏóSàÍ,34.0,6.0,10.0,6.0,0.1370588235294117,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1487155963302752,0.17647058823529413,0.29411764705882354,0.17647058823529413,0.0,0.0,0.029411764705882353,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0
2022-05-14,ëÂë∫,4,àÍî ,4,4292,ñÉê∂êTâÓ,37,çLìá,50,A1,6.29,47.37,6.23,46.15,22,29.89,52,34.39,ê∞,ñk,4,3,6.93,4,ç∑Çµ,4,0.15,1.52.8,ñÉê∂êTâÓ,37.0,4.0,14.0,4.0,0.1389189189189189,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.144059829059829,0.10810810810810811,0.3783783783783784,0.10810810810810811,0.0,0.0,0.0,0.02702702702702703,0.05405405405405406,0.0,0.0,0.0
2022-05-14,ëÂë∫,4,àÍî ,5,3819,ëÂì‡óTé˜,50,é†âÍ,58,B1,3.67,17.78,4.9,30.0,32,35.29,61,28.72,ê∞,ñk,4,3,6.94,5,ç∑Çµ,5,0.17,.  .,ëÂì‡óTé˜,26.0,0.0,2.0,1.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1986419753086419,0.0,0.07692307692307693,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-14,ëÂë∫,4,àÍî ,6,3550,ìsízê≥é°,50,à§ím,55,A2,6.22,46.76,0.0,0.0,62,33.33,40,32.43,ê∞,ñk,4,3,6.85,2,ç∑Çµ,6,0.16,1.51.2,ìsízê≥é°,48.0,6.0,7.0,5.0,0.173125,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1529874213836478,0.125,0.14583333333333334,0.10416666666666667,0.0,0.0,0.0,0.10416666666666667,0.0,0.0,0.0,0.0
2022-05-14,ëÂë∫,5,àÍî ,1,3574,ëÂê_çNéi,49,ïüâ™,54,A1,6.16,45.13,5.88,42.47,31,27.13,66,26.11,ê∞,ñkêº,2,1,6.95,3,Ç‹Ç≠ÇËç∑Çµ,1,0.16,1.51.5,ëÂê_çNéi,50.0,34.0,6.0,1.0,0.1612,30.0,0.0,0.0,0.0,4.0,0.0,5.0,6.0,4.0,0.0,0.1618884120171674,0.68,0.12,0.02,0.6,0.0,0.0,0.0,0.0,0.1,0.12,0.08
2022-05-14,ëÂë∫,5,àÍî ,2,4798,ïlêÊê^îÕ,29,çLìá,52,A1,6.22,46.4,6.63,50.0,69,31.69,54,39.15,ê∞,ñkêº,2,1,6.88,2,Ç‹Ç≠ÇËç∑Çµ,2,0.15,1.50.7,ïlêÊê^îÕ,42.0,12.0,12.0,3.0,0.1619047619047619,1.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.1563846153846154,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.023809523809523808,0.47619047619047616,0.21428571428571427,0.0,0.0,0.0,0.0,0.0
2022-05-14,ëÂë∫,5,àÍî ,3,4562,ç„ñ{óEâÓ,34,â™éR,55,B1,5.2,30.69,4.28,15.38,39,37.69,26,28.88,ê∞,ñkêº,2,1,6.84,6,Ç‹Ç≠ÇËç∑Çµ,3,0.19,.  .,ç„ñ{óEâÓ,50.0,5.0,3.0,11.0,0.1818,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1851209677419355,0.1,0.06,0.22,0.0,0.0,0.02,0.06,0.02,0.0,0.0,0.0
2022-05-14,ëÂë∫,5,àÍî ,4,3882,êVìcíqè≤,48,ëÂç„,55,A2,4.96,31.48,5.52,33.33,17,41.15,17,30.53,ê∞,ñkêº,2,1,6.9,4,Ç‹Ç≠ÇËç∑Çµ,4,0.2,1.51.6,êVìcíqè≤,49.0,8.0,7.0,4.0,0.1636734693877551,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.174089219330855,0.16326530612244897,0.14285714285714285,0.08163265306122448,0.0,0.0,0.02040816326530612,0.08163265306122448,0.04081632653061224,0.0,0.0,0.0
2022-05-14,ëÂë∫,5,àÍî ,5,5189,ì°å¥ëÅçÿ,21,â™éR,54,B2,1.81,0.0,0.0,0.0,28,32.65,36,32.46,ê∞,ñkêº,2,1,6.88,5,Ç‹Ç≠ÇËç∑Çµ,6,0.23,.  .,ì°å¥ëÅçÿ,53.0,0.0,0.0,0.0,0.2022641509433962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2149659863945578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-14,ëÂë∫,5,àÍî ,6,4174,ê‘ç‚èrï„,39,í∑çË,51,A1,6.71,47.73,7.55,56.64,34,39.8,16,26.84,ê∞,ñkêº,2,1,6.85,1,Ç‹Ç≠ÇËç∑Çµ,5,0.19,1.49.3,ê‘ç‚èrï„,37.0,7.0,7.0,9.0,0.1702702702702702,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1488255033557047,0.1891891891891892,0.1891891891891892,0.24324324324324326,0.0,0.0,0.05405405405405406,0.02702702702702703,0.05405405405405406,0.0,0.0,0.0
2022-05-14,ëÂë∫,6,àÍî ,1,3606,êÏñkç_ãM,50,é†âÍ,51,A2,6.31,47.11,7.21,64.29,67,24.72,32,43.01,ê∞,ñkêº,4,3,6.89,1,ì¶Ç∞,1,0.12,1.48.6,êÏñkç_ãM,53.0,35.0,9.0,5.0,0.1577358490566037,35.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.1522064056939502,0.660377358490566,0.16981132075471697,0.09433962264150944,0.660377358490566,0.0,0.0,0.0,0.0,0.09433962264150944,0.1509433962264151,0.05660377358490566
2022-05-14,ëÂë∫,6,àÍî ,2,4666,ì˙ä}èüçO,38,ëÂç„,51,B1,4.22,23.66,3.6,20.0,46,26.6,44,27.62,ê∞,ñkêº,4,3,6.85,3,ì¶Ç∞,2,0.1,1.52.0,ì˙ä}èüçO,38.0,2.0,7.0,4.0,0.1568421052631579,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.1589603960396039,0.05263157894736842,0.18421052631578946,0.10526315789473684,0.0,0.5789473684210527,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0
2022-05-14,ëÂë∫,6,àÍî ,3,4682,ëÂè„ëÏêl,31,çLìá,52,A1,7.75,60.0,7.02,58.54,73,28.16,67,33.68,ê∞,ñkêº,4,3,6.87,2,ì¶Ç∞,3,0.12,1.49.5,ëÂè„ëÏêl,43.0,10.0,19.0,5.0,0.1474418604651163,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1406642066420664,0.23255813953488372,0.4418604651162791,0.11627906976744186,0.0,0.0,0.0,0.09302325581395349,0.11627906976744186,0.0,0.0,0.0
2022-05-14,ëÂë∫,6,àÍî ,4,4747,éRåÀêMìÒ,36,í∑çË,52,B1,3.75,14.94,4.36,21.43,38,33.87,20,31.84,ê∞,ñkêº,4,3,6.95,5,ì¶Ç∞,4,0.23,.  .,éRåÀêMìÒ,31.0,1.0,2.0,5.0,0.1851612903225806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1771823204419889,0.03225806451612903,0.06451612903225806,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-14,ëÂë∫,6,àÍî ,5,4146,ñˆã¥çGãI,40,é†âÍ,54,B1,4.63,22.09,4.13,12.5,63,35.9,73,23.87,ê∞,ñkêº,4,3,6.93,6,ì¶Ç∞,5,0.19,.  .,ñˆã¥çGãI,44.0,0.0,5.0,9.0,0.1659090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1619718309859155,0.0,0.11363636363636363,0.20454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-14,ëÂë∫,6,àÍî ,6,4769,înèÍÅ@çÑ,29,ìåãû,51,A1,7.47,62.61,6.13,40.63,13,39.27,33,34.07,ê∞,ñkêº,4,3,6.87,4,ì¶Ç∞,6,0.13,1.53.5,înèÍçÑ,36.0,0.0,7.0,8.0,0.1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119825327510917,0.0,0.19444444444444445,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-14,ëÂë∫,7,àÍî ,1,4771,â∫éõèGòa,29,çLìá,55,A1,5.88,42.15,5.58,38.46,70,35.94,76,31.15,ê∞,ñkêº,4,3,6.86,1,ì¶Ç∞,1,0.17,1.49.0,â∫éõèGòa,44.0,33.0,5.0,3.0,0.1509090909090909,33.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.1385537190082644,0.75,0.11363636363636363,0.06818181818181818,0.75,0.0,0.0,0.0,0.0,0.022727272727272728,0.11363636363636363,0.06818181818181818
2022-05-14,ëÂë∫,7,àÍî ,2,4897,ê[å©àüóR,30,à§ím,45,B1,4.36,16.84,0.0,0.0,19,36.98,62,30.0,ê∞,ñkêº,4,3,6.9,4,ì¶Ç∞,2,0.19,1.52.5,ê[å©àüóRî¸,29.0,4.0,5.0,7.0,0.2113793103448275,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.2116,0.13793103448275862,0.1724137931034483,0.2413793103448276,0.0,0.5172413793103449,0.10344827586206896,0.034482758620689655,0.0,0.0,0.0,0.0
2022-05-14,ëÂë∫,7,àÍî ,3,4509,ïΩå©ê^ïF,33,à§ím,53,A2,4.87,27.91,5.78,22.22,76,38.27,14,22.78,ê∞,ñkêº,4,3,6.85,3,ì¶Ç∞,3,0.21,1.50.9,ïΩå©ê^ïF,40.0,6.0,7.0,10.0,0.1455,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1690557939914163,0.15,0.175,0.25,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0
2022-05-14,ëÂë∫,7,àÍî ,4,4857,â¡ì°„ƒîn,25,ï∫å…,57,A2,6.12,43.9,5.9,50.0,71,29.38,41,24.28,ê∞,ñkêº,4,3,6.91,2,ì¶Ç∞,4,0.14,1.49.9,â¡ì°„ƒîn,38.0,3.0,14.0,7.0,0.1784210526315789,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1688,0.07894736842105263,0.3684210526315789,0.18421052631578946,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0
2022-05-14,ëÂë∫,7,àÍî ,5,4588,ìcíÜãûâÓ,31,ïüâ™,55,B1,5.95,44.68,5.02,35.19,33,41.15,71,32.07,ê∞,ñkêº,4,3,6.97,5,ì¶Ç∞,5,0.14,.  .,ìcíÜãûâÓ,32.0,4.0,4.0,9.0,0.15125,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507692307692307,0.125,0.125,0.28125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
2022-05-14,ëÂë∫,7,àÍî ,6,5093,âYñÏÅ@äC,20,ïüâ™,55,B1,4.07,17.78,2.0,6.45,27,27.51,30,39.27,ê∞,ñkêº,4,3,6.89,6,ì¶Ç∞,6,0.19,.  .,âYñÏäC,39.0,0.0,3.0,6.0,0.1979487179487179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184468085106383,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-14,ëÂë∫,8,àÍî ,1,4348,ã{çËÅ@èß,36,çÅêÏ,56,A1,5.89,37.19,5.35,29.03,58,27.72,51,35.11,ê∞,êº,4,3,6.9,1,ì¶Ç∞,1,0.21,1.49.7,ã{çËèß,51.0,37.0,6.0,3.0,0.1356862745098039,36.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,8.0,0.0,0.1645818181818181,0.7254901960784313,0.11764705882352941,0.058823529411764705,0.7058823529411765,0.0,0.0,0.0,0.0,0.0392156862745098,0.058823529411764705,0.1568627450980392
2022-05-14,ëÂë∫,8,àÍî ,2,4163,éRçËóTéi,40,çLìá,51,A2,5.72,40.68,5.96,38.6,64,28.21,72,30.85,ê∞,êº,4,3,6.84,4,ì¶Ç∞,2,0.22,1.53.6,éRçËóTéi,52.0,7.0,18.0,6.0,0.1621153846153846,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.1724163568773234,0.1346153846153846,0.34615384615384615,0.11538461538461539,0.057692307692307696,0.5769230769230769,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
2022-05-14,ëÂë∫,8,àÍî ,3,3935,ä‚í√ìOòY,44,â™éR,55,B1,4.95,28.3,5.31,31.11,55,32.61,45,28.42,ê∞,êº,4,3,6.92,2,ì¶Ç∞,3,0.21,1.51.1,ä‚í√ìOòY,39.0,3.0,6.0,13.0,0.1751282051282051,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1727826086956521,0.07692307692307693,0.15384615384615385,0.3333333333333333,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0
